pr2392_020,2946688.33779759,4854.1219597369,0.0,1.0,1231.8931178083553,712.4819897174176
pr2392_075,1244826.1481165763,1486.6068747318504,0.0,1.0,520.4122692795057,292.3229183322115
pr2392_150,839629.0199211641,1621.2297801360546,0.0,1.0,351.0154765556723,238.20709215861507
pr2392_300,812735.1927366428,2119.046247725613,0.0,1.0,339.7722377661558,313.33901762058053
pr2392_500,845449.3782422993,2228.3810266648743,0.0,1.0,353.4487367233711,363.3988095914797
pr2392_020,2946688.33779759,0.0,1.0,4854.1219597369,1231.8931178083553,712.4819897174176
pr2392_075,1244826.1481165763,0.0,1.0,1486.6068747318504,520.4122692795057,292.3229183322115
pr2392_150,839629.0199211641,0.0,1.0,1621.2297801360546,351.0154765556723,238.20709215861507
pr2392_300,812735.1927366428,0.0,1.0,2119.046247725613,339.7722377661558,313.33901762058053
pr2392_500,845449.3782422993,0.0,1.0,2228.3810266648743,353.4487367233711,363.3988095914797
pr2392_020,2527716.331295337,0.0,1.0,2775.4504138968146,1056.7375966953728,541.5447088284692
pr2392_075,1140673.9895211689,0.0,1.0,1442.4371736751657,476.8703969570112,259.96150570689156
pr2392_150,847832.5109796082,0.0,1.0,2082.6622385783057,354.4450296737508,251.08494273491937
pr2392_020,2527716.331295337,0.0,1.0,2775.4504138968146,1056.7375966953728,541.5447088284692
pr2392_075,1140673.9895211689,0.0,1.0,1442.4371736751657,476.8703969570112,259.96150570689156
pr2392_150,847832.5109796082,0.0,1.0,2082.6622385783057,354.4450296737508,251.08494273491937
p3038_600,138183.2848074548,0.0,1.0,293.6153946917634,45.48495220785227,31.276728547538955
p3038_700,128735.88116683836,0.0,2.23606797749979,333.3976604596979,42.37520775735306,32.03789167593512
p3038_800,121291.23642213194,0.0,2.0,166.1715980545412,39.92469928312454,31.094923340414656
p3038_900,123397.01032647394,0.0,2.0,378.74661714660897,40.617844083763806,37.62772113936489
p3038_1000,119368.45450849786,0.0,2.0,300.54117854297436,39.29178884414028,37.482876743867436
